,Provider_Name,Address,County,City,Doses_W1,Doses_W2,Doses_W3,Doses_W4,Doses_W5,Doses_W6,Sum
235,Brookshires Pharmacy 48,18535 Fm 1488,MONTGOMERY,Magnolia,NA,500,NA,NA,NA,NA,500
236,Brookshires Pharmacy 50,200 W Us Highway 80,GREGG,White Oak,NA,100,NA,NA,NA,NA,100
237,Brookshires Pharmacy 51,100 Rice Rd,SMITH,Tyler,NA,100,NA,NA,NA,NA,100
238,Brookshires Pharmacy 51 - Liberty,2325 N Main St,LIBERTY,Liberty,NA,500,NA,NA,NA,NA,500
239,Brookshires Pharmacy 52,1603 Culver St,HUNT,Commerce,NA,100,NA,NA,NA,NA,100
240,Brookshires Pharmacy 52 - Huntington,104 N Main St,ANGELINA,Huntington,NA,400,NA,NA,NA,NA,400
241,Brookshires Pharmacy 53,120 S Waco St,HILL,Hillsboro,NA,100,NA,100,NA,NA,200
242,Brookshires Pharmacy 54,2228 Island Byu,FANNIN,Bonham,NA,100,100,NA,NA,NA,200
243,Brookshires Pharmacy 54 - Buffalo,1220 W Commerce,LEON,Buffalo,NA,100,NA,NA,NA,NA,100
244,Brookshires Pharmacy 56,420 N Hill St,RUSK,Tatum,NA,200,NA,100,NA,NA,300
245,Brookshires Pharmacy 58,306 State Hwy 37 South,FRANKLIN,Mount Vernon,NA,100,NA,100,NA,NA,200
246,Brookshires Pharmacy 59 - Sour Lake,295 Highway 105 E,HARDIN,Sour Lake,NA,400,NA,NA,NA,NA,400
247,Brookshires Pharmacy 6,309 N La Salle St,GRIMES,Navasota,NA,300,NA,NA,NA,NA,300
248,Brookshires Pharmacy 60,Po Box 934,WOOD,Quitman,NA,100,NA,100,NA,NA,200
249,Brookshires Pharmacy 61,Po Box 498,SMITH,Whitehouse,NA,100,NA,NA,NA,NA,100
250,Brookshires Pharmacy 61 - Hempstead,300 Bus Hwy 290 E,WALLER,Hempstead,NA,500,NA,NA,NA,NA,500
251,Brookshires Pharmacy 62,520 W 1st St,TRINITY,Groveton,NA,100,NA,NA,NA,NA,100
252,Brookshires Pharmacy 63 - Lorena,406 N Frontage Rd,MCLENNAN,Lorena,NA,500,NA,NA,NA,NA,500
253,Brookshires Pharmacy 65,16800 Sh 36 South,BURLESON,Somerville,NA,100,NA,NA,NA,NA,100
254,Brookshires Pharmacy 67,14100 Ranch Road 12 Unit 2a,HAYS,Wimberley,NA,500,NA,NA,NA,NA,500
255,Brookshires Pharmacy 68,210 S Seven Points Dr,HENDERSON,Kemp,NA,100,NA,NA,NA,NA,100
256,Brookshires Pharmacy 68 - Mcgregor,1250 W Mcgregor Dr,MCLENNAN,McGregor,NA,300,NA,NA,NA,NA,300
257,Brookshires Pharmacy 69,1400 E Main St,ELLIS,Midlothian,NA,100,NA,100,NA,NA,200
258,Brookshires Pharmacy 69 - Salado,215 Mill Creek Dr,BELL,Salado,NA,500,NA,NA,NA,NA,500
259,Brookshires Pharmacy 7,210 N Marcus,CHEROKEE,Alto,NA,100,NA,NA,NA,NA,100
260,Brookshires Pharmacy 70,213 Doctor M Roper Pkwy N,SMITH,Bullard,NA,100,NA,NA,NA,NA,100
261,Brookshires Pharmacy 71,14981 Old Trinity Rd,POLK,Onalaska,NA,200,NA,NA,NA,NA,200
262,Brookshires Pharmacy 72,210 N Mccoy Blvd,BOWIE,New Boston,NA,100,NA,NA,NA,NA,100
263,Brookshires Pharmacy 72 - Coldspring,14761 Hwy 150 West,SAN JACINTO,Coldspring,NA,100,NA,NA,NA,200,300
264,Brookshires Pharmacy 73,675 E Sunset Blvd,COLLIN,Celina,NA,100,100,100,NA,NA,300
265,Brookshires Pharmacy 73 - Montgomery,21005 Eva St,MONTGOMERY,Montgomery,NA,500,NA,NA,NA,NA,500
266,Brookshires Pharmacy 74,6410 Wesley St,HUNT,Greenville,NA,100,NA,NA,NA,NA,100
267,Brookshires Pharmacy 74 - Hallettsville,1514 N Texana St,LAVACA,Hallettsville,NA,300,NA,NA,NA,NA,300
268,Brookshires Pharmacy 75,103 Main St,LEON,Normangee,NA,NA,NA,100,NA,NA,100
269,Brookshires Pharmacy 76 - Ganado,305 W York,JACKSON,Ganado,NA,200,NA,NA,NA,300,500
270,Brookshires Pharmacy 77,800 N Main St Ste A,NAVARRO,Corsicana,NA,100,NA,NA,NA,NA,100
271,Brookshires Pharmacy 79,1705 W Audie Murphy Pkwy,COLLIN,Farmersville,NA,100,100,100,NA,NA,300
272,Brookshires Pharmacy 79 - Canyon Lake,18275 Fm 306,COMAL,Canyon Lake,NA,200,NA,NA,NA,NA,200
273,Brookshires Pharmacy 8 - Carthage,412 W Panola St,PANOLA,Carthage,NA,500,NA,NA,NA,NA,500
274,Brookshires Pharmacy 84,Po Box 1409,HENDERSON,Chandler,NA,100,NA,NA,NA,NA,100
275,Brookshires Pharmacy 84 - Hamilton,1004 E Main St,HAMILTON,Hamilton,NA,100,NA,NA,NA,NA,100
276,Brookshires Pharmacy 85,401 N 4th St,HOUSTON,Crockett,NA,500,NA,NA,NA,NA,500
277,Brookshires Pharmacy 87,8929 State Highway 34 S,HUNT,Quinlan,NA,100,NA,NA,NA,NA,100
278,Brookshires Pharmacy 89,Po Box 1230,KAUFMAN,Forney,NA,100,NA,100,NA,NA,200
279,Brookshires Pharmacy 90,100 Peplow Dr,MCLENNAN,Waco,NA,100,NA,NA,NA,NA,100
280,Brookshires Pharmacy 92,900 Fm 3220,BOSQUE,Clifton,NA,NA,NA,100,NA,NA,100
281,Brookshires Pharmacy 93,400 W Central Ave,COMANCHE,Comanche,NA,100,NA,NA,NA,NA,100
282,Brookshires Pharmacy 94,1301 S Morgan St,HOOD,Granbury,NA,100,NA,100,NA,NA,200
283,Brookshires Pharmacy 97,5118 E. I-20 Service Road-South,PARKER,Aledo,NA,100,NA,NA,NA,NA,100
284,Brookshires Pharmacy 99,1010 Avenue E,EASTLAND,Cisco,NA,100,NA,NA,NA,NA,100
285,Brownfield Regional Med Ctr Rural Hlth,703 E Felt St,TERRY,Brownfield,NA,200,NA,100,NA,NA,300
286,Brownfield Regional Medical Center,705 E Felt St,TERRY,Brownfield,NA,300,NA,NA,NA,975,1275
287,Brownsville Community Health Center,191 E. Price Rd,CAMERON,Brownsville,NA,100,NA,100,NA,NA,200
288,Brushy Creek Family Hospital,230 Deer Ridge Dr.,WILLIAMSON,Round Rock,NA,NA,200,NA,NA,NA,200
289,Bryan Family Medicine Clinic,2709 Osler Blvd,BRAZOS,Bryan,NA,NA,NA,100,NA,NA,100
290,Bryan Opco LLC DBA Legacy Nrsig and Rbltn,2817 Kent St,BRAZOS,Bryan,NA,100,NA,NA,NA,NA,100
291,Bsa Health System,1600 Wallace Blvd,POTTER,Amarillo,NA,2500,1200,NA,NA,NA,3700
292,BSA Physicians Group,1600 Wallace Blvd,POTTER,Amarillo,NA,NA,100,NA,NA,NA,100
293,BSW Medical Center Austin,5245 W Highway 290,TRAVIS,Austin,NA,900,NA,NA,NA,NA,900
294,BSW Medical Center Lakeway,100 Medical Pkwy,TRAVIS,Austin,NA,1100,NA,NA,NA,NA,1100
295,BSW Medical Center Marble Falls,810 Tx-71w,BURNET,Marble Falls,NA,500,100,NA,100,NA,700
296,BSWH Buda Medical Center,5330 Overpass Rd,HAYS,Buda,NA,100,NA,NA,NA,NA,100
297,Burleson Public Health Authority,828 sw alsbury,JOHNSON,Burleson,NA,NA,NA,NA,100,NA,100
298,Burleson St Joseph Health Center,1101 Woodson Dr,BURLESON,Caldwell,NA,NA,100,NA,NA,NA,100
299,Cacost- Community Health Center - Alice,700 Flournoy Rd,JIM WELLS,Alice,NA,NA,NA,NA,NA,100,100
300,Cactus Health,700 N Main St,PECOS,Fort Stockton,NA,NA,NA,NA,100,NA,100
301,Cadena Family Practice,2201 N Bedell Ave Ste A,VAL VERDE,Del Rio,NA,NA,NA,NA,300,NA,300
302,Cameron County Public Health,1390 W Expressway 83,CAMERON,San Benito,NA,NA,NA,NA,6000,NA,6000
303,Canadian Family Physicians,1010 South 4th,HEMPHILL,Canadian,NA,100,NA,200,NA,NA,300
304,Candelaria Medical Center,8269 N Loop Dr,EL PASO,El Paso,NA,NA,NA,100,NA,NA,100
305,Capital Medical Clinic,1301 W 38th St,TRAVIS,Austin,NA,500,NA,NA,NA,NA,500
306,Care Express Georgia,2701 S Georgia,POTTER,Amarillo,NA,NA,NA,300,NA,NA,300
307,CareFlite,3110 S Great Southwest Pkwy,TARRANT,Grand Prairie,NA,700,NA,NA,NA,NA,700
308,CAREPARTH HEALTHCARE SYSTEM LLP,720 WEST NATHAN LOWE SUITE 100,TARRANT,Arlington,NA,500,NA,NA,NA,NA,500
309,Carevide,4311 Wesley St,HUNT,Greenville,NA,NA,NA,NA,100,NA,100
310,"Careville Pediatrics, Pa",1003 N Saint Marys St,BEE,Beeville,NA,NA,NA,100,NA,NA,100
311,Caritas Family Medicine PA,11901 Toepperwein Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
312,Carlos Rosas MD PA,704 Paredes Line Rd Ste A,CAMERON,Brownsville,NA,NA,NA,100,NA,NA,100
313,Carousel Pediatrics Round Rock,1201 S Interstate 35 Ste 303,WILLIAMSON,Round Rock,NA,NA,NA,NA,NA,100,100
314,Carousel Pediatrics Wm Cannon,6425 S Interstate 35 Ste 100,TRAVIS,Austin,NA,NA,NA,NA,NA,100,100
315,Carrollton Springs,2225 Parker Rd,DENTON,Carrollton,NA,NA,NA,NA,400,NA,400
316,Castle Hills family practice,6409 Bandera Road,BEXAR,San Antonio,NA,NA,NA,NA,100,NA,100
317,Ccdhhs Harlingen Nursing Office,711 N L St,CAMERON,Harlingen,NA,NA,NA,1000,NA,NA,1000
318,Ccdhhs Mary P Lucio Health Clinic,1204 Jose Colunga Jr St,CAMERON,Brownsville,NA,NA,100,NA,NA,NA,100
319,Ccdhhs San Benito Nursing Office,1390 W Expressway 83,CAMERON,San Benito,NA,NA,100,NA,NA,6000,6100
320,Ccmh Clinic,102 S Archer St,CLAY,Henrietta,NA,100,NA,NA,NA,NA,100
321,Cedar Park Regional Medical Center,1401 Medical Parkway,WILLIAMSON,Cedar Park,NA,900,NA,NA,NA,NA,900
322,Celina Drug,701 N Preston Rd Ste 210,COLLIN,Celina,NA,500,NA,100,NA,NA,600
323,"Centennial ASC, LLC",4401 Coit Road,COLLIN,Frisco,NA,NA,NA,100,NA,NA,100
324,Center For Family Medicine,1906 Hwy 82 West,GRAYSON,Sherman,NA,500,NA,NA,NA,NA,500
325,Centra Clinic,3751 South Dairy Ashford Road,HARRIS,Houston,NA,500,NA,NA,NA,NA,500
326,"Central Texas Rehabilitation Hospital, LLC",700 W. 45th Street,TRAVIS,Austin,NA,600,NA,NA,NA,NA,600
327,Centro De Salud Familiar La Fe,12101 Socorro Rd.,EL PASO,San Elizario,NA,NA,NA,NA,NA,100,100
328,Centro De Salud Familiar La Fe Inc/Adult Satellite Clinic,823 E Yandell Dr,EL PASO,El Paso,NA,NA,NA,NA,NA,100,100
329,Centro De Salud Familiar Lafe,700 S Ochoa St,EL PASO,El Paso,NA,NA,NA,NA,NA,100,100
330,Centro De Salud Lisbon,200 Lisbon Street,EL PASO,El Paso,NA,NA,NA,100,NA,NA,100
331,Centro Med La Paloma,7404 W Us Highway 90 Bldg 37,BEXAR,San Antonio,NA,NA,NA,NA,NA,100,100
332,Centro San Vicente - El Paso,8061 Alameda Ave,EL PASO,El Paso,NA,1500,NA,100,NA,NA,1600
333,Centro San Vicente - San Elizario,13017 Perico Street,EL PASO,San Elizario,NA,NA,100,NA,NA,NA,100
334,Centromed Indian Creek Clinic,5439 Ray Ellison Blvd,BEXAR,San Antonio,NA,NA,NA,NA,NA,100,100
335,Centromed Maria Flores Castro Clinic,7315 S. Loop 1604 W.,BEXAR,Somerset,NA,NA,NA,NA,NA,100,100
336,Centromed Palo Alto Clinic,9011 Poteet Jourdanton Fwy,BEXAR,San Antonio,NA,NA,NA,NA,NA,100,100
337,Cesar R Calianga MD,7812 Gateway East,EL PASO,El Paso,NA,100,NA,NA,NA,NA,100
338,CHAMBERS COUNTY HEALTH DEPT ANAHUAC,102 AIRPORT RD,CHAMBERS,Anahuac,NA,200,NA,300,NA,1200,1700
339,Chapman Pharmacy,108 E 5th St,CHEROKEE,Rusk,NA,100,NA,NA,NA,NA,100
340,Chi St Joseph Health College Station Hospital,1604 Rock Prairie Rd,BRAZOS,College Station,NA,300,300,NA,NA,1200,1800
341,Chi St Joseph Primary Austins Colony,2410 Boonville Rd,BRAZOS,Bryan,NA,NA,NA,300,NA,NA,300
342,CHI St Joseph Primary Care- College Station,1512 Holleman Dr,BRAZOS,College Station,NA,NA,NA,NA,100,NA,100
343,Chi St Joseph Primary Care 29th,2210 E 29th St,BRAZOS,Bryan,NA,NA,NA,200,NA,NA,200
344,Chi St Joseph Primary Care University Dr,3201 University Dr E Ste 425,BRAZOS,Bryan,NA,NA,NA,200,NA,NA,200
345,Chi St Joseph Prmry Care W Villa Maria,1612 W Villa Maria Rd Ste 130,BRAZOS,Bryan,NA,NA,NA,100,NA,NA,100
346,Chi St Lukes Health,6720 Bertner Ave,HARRIS,Houston,NA,NA,NA,1000,NA,1950,2950
347,Chi St Lukes Health,NA,HARRIS,Houston,5850,NA,NA,NA,NA,NA,5850
348,Chi St Lukes Health Memorial Livingston,1717 Highway 59 Loop N,POLK,Livingston,NA,300,100,NA,100,NA,500
349,CHI ST LUKES HEALTH WOODLANDS HOSP,17200 ST LUKES WAY,MONTGOMERY,Conroe,NA,2000,NA,NA,200,NA,2200
350,Chi St Lukes Hlth Memorial Lufkin,1201 W Frank Ave,ANGELINA,Lufkin,NA,600,400,NA,100,NA,1100
351,CHI St. Joseph College Station Hospital,1604 Rock Prairie Rd,BRAZOS,College Station,NA,NA,NA,NA,1200,NA,1200
352,"CHI St. Joseph Health Rehabilitation Hospital, an",1600 Joseph Dr.,BRAZOS,Bryan,NA,NA,NA,NA,100,NA,100
353,Chi St. Joseph Madison Hospital,100 W Cross St,MADISON,Madisonville,NA,NA,100,NA,NA,NA,100
354,Chi St. Joseph Primary Care-Wd Fitch,2849 Barron Rd,BRAZOS,College Station,NA,200,NA,NA,NA,NA,200
355,CHI St. Luke's Lakeside Hospital,17400 St. Luke's Way,MONTGOMERY,Conroe,NA,500,NA,NA,NA,NA,500
356,CHI St.Lukes Health Brazosport,"100, Medical Drive",BRAZORIA,Lake Jackson,NA,500,500,NA,NA,NA,1000
357,Child And Adolescent Wellness Center - El Paso - 721 S Ochoa721 S Ochoa St,,EL PASO,El Paso,NA,NA,NA,NA,NA,100,100
358,Childrens Medical Center Of Dallas,1935 Medical District Dr,DALLAS,Dallas,NA,2500,7000,1200,NA,NA,10700
359,Childrens Medical Center Plano,7601 Preston Rd,COLLIN,Plano,NA,2500,200,NA,NA,NA,2700
360,Childress Regional Medical Center,901 Highway 83 North,CHILDRESS,Childress,NA,100,200,NA,NA,NA,300
361,Christus Children's Hospital Of San Antonio,333 N Santa Rosa St,BEXAR,San Antonio,NA,900,100,NA,NA,NA,1000
362,CHRISTUS Good Shepherd Medical Center Longview,700 E Marshall Ave,GREGG,Longview,975,975,600,NA,NA,NA,2550
363,Christus Good Shepherd Medical Center Marshall,811 S Washington Ave,HARRISON,Marshall,NA,400,NA,NA,NA,NA,400
364,Christus Health Clinic- Irving,NA,DALLAS,Irving,1950,NA,NA,NA,NA,NA,1950
365,Christus Health Clinic- Irving - 9521,919 Hidden Ridge,DALLAS,Irving,NA,NA,100,NA,NA,NA,100
366,Christus Health St Elizabeth Hospital,2830 Calder St,JEFFERSON,Beaumont,NA,NA,1275,975,NA,NA,2250
367,Christus Health St Elizabeth Hospital,NA,JEFFERSON,Beaumont,975,NA,NA,NA,NA,NA,975
368,Christus Mother Frances Hospital - Jacksonville,2026 S Jackson St,CHEROKEE,Jacksonville,NA,100,100,NA,NA,NA,200
369,Christus Mother Frances Hospital - Sulphur Springs,115 Airport Rd,HOPKINS,Sulphur Springs,NA,NA,NA,200,100,NA,300
370,Christus Mother Frances Hospital - Tyler,800 E Dawson,SMITH,Tyler,975,975,5500,100,NA,NA,7550
371,Christus Mother Frances Hospital - Winnsboro,719 West Coke Road,WOOD,Winnsboro,NA,100,NA,NA,NA,NA,100
372,Christus Santa Rosa Family Health Center - San Antonio 1,11130 Christus Hills,BEXAR,San Antonio,NA,200,NA,NA,NA,NA,200
373,Christus Santa Rosa Hospital - Westover Hills,11212 Tx-151,DALLAS,San Antonio,NA,NA,3625,NA,NA,NA,3625
374,Christus Santa Rosa Hospital - Westover Hills,NA,BEXAR,San Antonio,4875,NA,NA,NA,NA,NA,4875
375,Christus Santa Rosa Hospital Alamo Heights,403 Treeline Park,BEXAR,San Antonio,NA,200,NA,NA,NA,NA,200
376,Christus Santa Rosa Hospital New Braunfels,600 North Union Ave,COMAL,New Braunfels,NA,500,NA,NA,NA,100,600
377,Christus Santa Rosa Medical Center,2827 Babcock Rd,BEXAR,San Antonio,3900,975,3625,975,NA,NA,9475
378,CHRISTUS Spohn Family Health Center-Westside,4617 Greenwood Drive,NUECES,Corpus Christi,NA,NA,NA,NA,100,NA,100
379,Christus Spohn Health System Alice,2500 E Main St,JIM WELLS,Alice,NA,200,NA,NA,NA,975,1175
380,Christus Spohn Health System Beeville,1500 E Houston St,BEE,Beeville,NA,200,NA,NA,NA,1950,2150
381,Christus Spohn Health System Kleberg,1311 General Cavazos Blvd,KLEBERG,Kingsville,NA,200,NA,NA,NA,975,1175
382,Christus Spohn Health System Shoreline,600 Elizabeth St,NUECES,Corpus Christi,NA,NA,1675,NA,NA,NA,1675
383,Christus Spohn Health System Shoreline,NA,NUECES,Corpus Christi,4875,NA,NA,NA,NA,NA,4875
384,Christus Spohn Health System South,5950 Saratoga Blvd,NUECES,Corpus Christi,NA,800,NA,NA,NA,NA,800
385,Christus Spohn Quick Care Clinic,2606 Hospital Blvd.,NUECES,Corpus Christi,NA,NA,NA,NA,100,NA,100
386,Christus St Michael Health System,2600 Saint Michael Dr,BOWIE,Texarkana,NA,NA,1575,NA,NA,NA,1575
387,Christus St Michael Health System,NA,BOWIE,Texarkana,975,NA,NA,NA,NA,NA,975
388,Christus St. Michael Hospital - Atlanta,1007 S William St,CASS,Atlanta,NA,100,NA,NA,NA,NA,100
389,Christus Trinity Clinic,520 E. Douglas Blvd,SMITH,Tyler,NA,2100,NA,NA,NA,NA,2100
390,Christus Trinity Clinic- Richmond Road Texarkana,3502 Richmond Rd,DALLAS,Texarkana,NA,500,NA,NA,NA,NA,500
391,Christus Trinity Clinic - Kilgore,1718 S Henderson Blvd,GREGG,Kilgore,NA,100,NA,NA,NA,NA,100
392,Christus Trinity Clinic - Sulphur Springs,"105 Medical Plaza, Building 1",HOPKINS,Sulphur Springs,NA,200,NA,NA,NA,700,900
393,Christus Trinity Clinic Hill Country Landa,774 Landa St,COMAL,New Braunfels,NA,200,NA,NA,NA,NA,200
394,CHRISTUS TRINITY CLINIC INTERNAL MEDICINE MAR,815 S. WASHINGTON AVE,HARRISON,Marshall,NA,NA,100,NA,NA,NA,100
395,Christus Trinity Clinic Lindale,3203 S Main St,SMITH,Lindale,NA,NA,NA,300,NA,NA,300
396,Christus Trinity Clinic Magnolia Medical Plaza,3201 South Loop 256,ANDERSON,Palestine,NA,1400,NA,500,NA,NA,1900
397,Christus Trinity Clinic Of Canton,18780 I20 Service Road,VAN ZANDT,Canton,NA,500,NA,NA,NA,NA,500
398,Christus Trinity Mother Frances,1505 Hwy 19 S,HENDERSON,Athens,NA,NA,NA,NA,100,NA,100
399,Citizens Medical Center - Victoria 1,2701 Hospital Dr,VICTORIA,Victoria,NA,NA,200,NA,NA,NA,200
400,Citizens Medical Center - Victoria 1,NA,VICTORIA,Victoria,975,NA,NA,NA,NA,NA,975
401,"City Drug Store of Jacksboro, Inc.",104 East Belknap,JACK,Jacksboro,NA,NA,NA,100,NA,NA,100
402,City Hospital At White Rock,9440 Poppy Dr,DALLAS,Dallas,NA,500,NA,NA,NA,NA,500
403,City of El Paso Fire Department,301 George Perry,EL PASO,El Paso,NA,NA,NA,1000,NA,5000,6000
404,City Of Humble Fire Department,110 W Main St,HARRIS,Humble,NA,NA,NA,NA,100,NA,100
405,City of Laredo Health Department,2600 Cedar Ave,WEBB,Laredo,NA,NA,NA,NA,1200,NA,1200
406,City Of Laredo Health Department,2600 Cedar Ave,WEBB,Laredo,NA,300,300,500,NA,1200,2300
407,City of Lubbock Health Department,806 18th St,LUBBOCK,Lubbock,NA,NA,NA,NA,5000,NA,5000
408,City Of Mckinney Fire Department,2200 Taylor Burk Dr,COLLIN,McKinney,NA,800,NA,NA,NA,2000,2800
409,City of Plano,1901 K Avenue,COLLIN,Plano,NA,NA,500,NA,NA,NA,500
410,City of Schertz EMS,1400 Schertz Parkway,GUADALUPE,Schertz,NA,NA,NA,500,NA,975,1475
411,Clarendon Family Medical Center,1 Medical Center Drive,DONLEY,Clarendon,NA,NA,NA,100,NA,NA,100
412,Clarx Hub City Pharmacy,3716 22nd Street,LUBBOCK,Lubbock,NA,100,NA,NA,NA,NA,100
413,Claude Family Medical Clinic,201 Parks St,ARMSTRONG,Claude,NA,100,NA,NA,NA,NA,100
414,Clay County Memorial Hospital,310 W South St,CLAY,Henrietta,NA,NA,NA,100,NA,975,1075
415,"Clear Choice ER, LLC",7105 N. Bartlett Ave.,WEBB,Laredo,NA,NA,NA,NA,200,NA,200
416,ClearSky Rehabilitation Hospital of Flower Mound,3100 Peters Colony Road,DENTON,Flower Mound,NA,NA,100,NA,NA,NA,100
417,Cleburne Fire Department,114 W. Wardville Dr.,JOHNSON,Cleburne,NA,500,NA,NA,NA,NA,500
418,Clifton Medical Clinic,201 Posey Ave,BOSQUE,Clifton,NA,500,NA,500,NA,NA,1000
419,Clinic for Cardiovascular Care,400 Holderrieth Blvd,HARRIS,Tomball,NA,500,NA,NA,NA,NA,500
420,Clinica De Ninos - Houston,6445 High Star Dr,HARRIS,Houston,NA,NA,NA,100,NA,NA,100
421,Clinica Hispana Ii 9720 Jones,9720 Jones Rd,HARRIS,Houston,NA,300,NA,NA,NA,NA,300
422,"Clinica Hispana II, P.A.",8410 Fondren Rd,HARRIS,Houston,NA,500,NA,NA,NA,NA,500
423,Clinica Hispana Plaza Del Sol,14050 State Highway 249 # B,HARRIS,Houston,NA,200,NA,NA,NA,NA,200
424,"CLINICA HISPANA, P.A.",2026 Wirt Rd,HARRIS,Houston,NA,500,NA,NA,NA,NA,500
425,Clinica Mi Doctor,8112 Spring Valley Rd,DALLAS,Dallas,NA,500,NA,NA,NA,NA,500
426,Clinica Mi Doctor #6,229 Ne 28th St,TARRANT,Fort Worth,NA,NA,NA,100,NA,NA,100
427,Clinica Sagrado Corazon,3401 W Mile 5 Rd Ste 1,HIDALGO,Mission,NA,NA,NA,100,NA,NA,100
428,Clinicas Mi Doctor- #19 Bissonnet,5835 Bissonnet St,HARRIS,Bellaire,NA,500,NA,NA,NA,NA,500
429,Clinicas Mi Doctor- #21 Longpoint,10058a Long Point Rd,HARRIS,Houston,NA,100,NA,NA,NA,NA,100
430,Clinicas Mi Doctor- #23 Broadway,8225 Broadway St,HARRIS,Houston,NA,300,NA,NA,NA,NA,300
431,Clinicas Mi Doctor- #24 Airline,5402 Airline Dr,HARRIS,Houston,NA,500,NA,NA,NA,NA,500
432,Clinicas Mi Doctor-#18 Aldine,5230 Aldine Mail Route Rd,HARRIS,Houston,NA,200,NA,NA,NA,NA,200
433,Clinicas Mi Doctor - Arlington,941 E Park Row Dr,TARRANT,Arlington,NA,500,NA,NA,NA,400,900
434,Clinicas Mi Doctor - Dallas 2,3247 Dawes Dr,DALLAS,Dallas,NA,NA,NA,100,NA,NA,100
435,CLINICS OF NORTH TEXAS,501 Midwestern Pkwy E,WICHITA,Wichita Falls,NA,1000,NA,NA,NA,NA,1000
436,Coastal Bend Wellness Foundation,2882 Holly Rd,NUECES,Corpus Christi,NA,NA,NA,NA,100,NA,100
437,"Coastal ER II, LLC",4141 S Staples St.,NUECES,Corpus Christi,NA,NA,NA,NA,100,NA,100
438,Coastal Health & Wellness,9850 Emmett F. Lowry Expressway,GALVESTON,Texas City,NA,NA,NA,NA,NA,100,100
439,Cochran Memorial Hospital,201 E Grant Ave Ste 100,COCHRAN,Morton,NA,NA,NA,NA,100,NA,100
440,Code 4 Emergency Services,1901 E 51st Street,TRAVIS,Austin,NA,1000,NA,NA,NA,NA,1000
441,Cogdell Clinic Briscoe County,701 Commerce St,BRISCOE,Silverton,NA,NA,NA,100,NA,NA,100
442,Cogdell Family Clinic,1700 Cogdell Blvd,SCURRY,Snyder,NA,NA,400,NA,NA,975,1375
443,Cogdell Rural Health Clinic,320 N Main St,FLOYD,Lockney,NA,NA,NA,100,NA,NA,100
444,COH Northside Health Center,8504 Schuller,HARRIS,Houston,NA,NA,NA,300,NA,NA,300
445,Coleman Medical Associates,310 S Pecos St Fl 2,COLEMAN,Coleman,NA,200,NA,NA,NA,NA,200
446,Collin County Healthcare Services,825 N Mcdonald St Ste 145,COLLIN,McKinney,NA,1000,NA,NA,NA,2000,3000
447,Collingsworth Family Medicine,1011 15th St,COLLINGSWOR,Wellington,NA,100,NA,NA,NA,NA,100
448,Collingsworth Family Medicine,1011 15th St,COLLINGSWORTH,Wellington,NA,NA,NA,NA,100,NA,100
449,Collom And Carney Main Clinic,5002 Cowhorn Creek Rd,BOWIE,Texarkana,NA,NA,NA,NA,300,NA,300
450,Columbus Community Hospital - Columbus 2,110 Shult Drive,COLORADO,Columbus,NA,100,NA,200,100,NA,400
451,Comal County Public Health Office (Re),1297 Church Hill Drive,COMAL,New Braunfels,NA,200,NA,NA,NA,500,700
452,Comanche County Medical Center,10201 Highway 16,COMANCHE,Comanche,NA,NA,300,NA,NA,975,1275
453,Combest Central Health Center,2424 50th St Ste 50,LUBBOCK,Lubbock,NA,300,NA,NA,NA,NA,300
454,Communicare Health Centers West,1102 Barclay St,BEXAR,San Antonio,NA,NA,NA,NA,100,NA,100
455,Community Action Health Center,301 S Hillside Dr Ste 5,BEE,Beeville,NA,NA,NA,NA,NA,975,975
456,Community Action Health Center- Brooks,1302 S St Marys St Ste A,BROOKS,Falfurrias,NA,NA,NA,NA,NA,100,100
457,Community Action Health Center- Kleberg,1311 E General Cavazos Blvd Ste 303 Kingsville,KLEBERG,,NA,NA,NA,NA,NA,100,100
458,Community Action Health Center - Duval,115 W Main St,DUVAL,Benavides,NA,NA,NA,NA,NA,100,100
459,Community Clinic At Mcc,4601 North 19th Street,MCLENNAN,Waco,NA,NA,NA,NA,NA,100,100
460,Community Clinic At Santa Fe,600 S 25th St,BELL,Temple,NA,NA,NA,NA,NA,100,100
461,"Community Health And Life Center, Pllc",17510 W Grand Pkwy S Ste 380,FORT BEND,Sugar Land,NA,100,NA,NA,NA,NA,100
462,Community Pharmacy,3001 Fm 2181,DENTON,Denton,NA,NA,NA,100,NA,NA,100
463,Communitycare- Ob/Gyn Bastrop,301 Highway 71 W Ste 111,BASTROP,Bastrop,NA,NA,100,NA,NA,NA,100
464,Communitycare- South Austin,2529 S 1st St,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100
465,Communitycare East Austin,211 Comal St,TRAVIS,Austin,NA,NA,NA,200,NA,NA,200
466,Communitycare North Central,1210 W Braker Ln,TRAVIS,Austin,NA,1900,NA,100,NA,NA,2000
467,Communitycare Rundberg,825 E Rundberg Ln Ste B1,TRAVIS,Austin,NA,NA,NA,NA,NA,100,100
468,Compassion Care Clinic,1050 N Westmoreland Rd Ste 432,DALLAS,Dallas,NA,NA,NA,100,NA,NA,100
469,Comprehensive Orthopedics and Rehabilitation PA,1120 W. Campbell Rd,DALLAS,Richardson,NA,500,NA,NA,NA,NA,500
